Well,Protein Name,Gene Symbol,Cq_mr108_pos,Cq_mr111_pos,Cq_mr113_pos,Cq_mr89_pos,Cq_mr97_pos,Cq_mr98_pos,Cq_mr108_neg,Cq_mr111_neg,Cq_mr113_neg,Cq_mr89_neg,Cq_mr97_neg,Cq_mr98_neg,Class,TWS opdeling,Norm_mr108_pos,Norm_mr111_pos,Norm_mr113_pos,Norm_mr89_pos,Norm_mr97_pos,Norm_mr98_pos,Norm_mr108_neg,Norm_mr111_neg,Norm_mr113_neg,Norm_mr89_neg,Norm_mr97_neg,Norm_mr98_neg,log2_Norm_mr108_pos,log2_Norm_mr111_pos,log2_Norm_mr113_pos,log2_Norm_mr89_pos,log2_Norm_mr97_pos,log2_Norm_mr98_pos,log2_Norm_mr108_neg,log2_Norm_mr111_neg,log2_Norm_mr113_neg,log2_Norm_mr89_neg,log2_Norm_mr97_neg,log2_Norm_mr98_neg,pvalues,-log10(pvalue),log2_FC
H17,G protein-coupled receptor 52,Gpr52,25.45,32,32.72,25.89,26.86,29.93,27.83,27.83,27.63,26.82,25.9,31.34,A,Class A Orphans,749.6118763,8,4.856779538,552.5648571,282.0877097,33.59093388,144.007486,144.007486,165.4211623,290.0182746,548.7480128,12.64066099,9.55,3,2.28,9.11,8.14,5.07,7.17,7.17,7.37,8.18,9.1,3.66,0.554529749,0.25607515,-0.916666667
H18,G protein-coupled receptor 55,Gpr55,26.65,38.06,31.09,26.53,27.35,26.72,30.76,31.6,32.14,40,30.6,38.63,A,Class A Orphans,326.2875206,0.119908015,15.03236399,354.5880238,200.8535291,310.8338904,18.89588258,10.55606329,7.260153243,0.03125,21.11212657,0.080772052,8.35,-3.06,3.91,8.47,7.65,8.28,4.24,3.4,2.86,-5,4.4,-3.63,0.103318148,0.985823385,4.555
H19,G protein-coupled receptor 56,Adgrg1,25.35,31.69,25.11,24.93,23.93,24.76,25.32,25.67,26.92,26.33,23.72,25.18,B,Family B Adhesion Receptors,803.4141162,9.9176616,948.8261754,1074.909884,2149.819768,1209.336485,820.2955547,643.5908478,270.5966184,407.3146797,2486.671123,903.8878682,9.65,3.31,9.89,10.07,11.07,10.24,9.68,9.33,8.08,8.67,11.28,9.82,0.732315965,0.135301498,-0.438333333
H20,G protein-coupled receptor 6,Gpr6,27,36.55,33.75,30.65,28.7,29.73,34.02,34.99,32.71,40,31.14,37.7,A,Lipid messenger receptors,256,0.341510064,2.37841423,20.39297004,78.79324245,38.58585049,1.972465409,1.00695555,4.890561111,0.03125,14.52030649,0.153893052,8,-1.55,1.25,4.35,6.3,5.27,0.98,0.01,2.29,-5,3.86,-2.7,0.066281155,1.178609933,4.03
H21,G protein-coupled receptor 61,Gpr61,27.14,33.91,30.85,26.23,25.71,25.05,30.09,30.1,33.23,40,29.98,26.63,A,Class A Orphans,232.3249038,2.128740365,17.75311155,436.5490646,625.9918222,989.1188008,30.06472797,29.85705573,3.410539567,0.03125,32.44670335,330.8423246,7.86,1.09,4.15,8.77,9.29,9.95,4.91,4.9,1.77,-5,5.02,8.37,0.16480842,0.783020605,3.523333333
H22,G protein-coupled receptor 62,Gpr62,29.81,40,35.78,40,31.03,27.6,31.72,35.42,32.79,36.76,31.58,28.36,A,Class A Orphans,36.50443891,0.03125,0.582366793,0.03125,15.67072476,168.8970126,9.713559075,0.747424624,4.626752736,0.295248165,10.70342044,99.7330662,5.19,-5,-0.78,-5,3.97,7.4,3.28,-0.42,2.21,-1.76,3.42,6.64,0.623738851,0.204997204,-1.265
H23,G protein-coupled receptor 63,Gpr63,25.92,25.06,34.57,26.26,25.35,26.21,26.85,25.79,33.64,29.24,26.49,27.58,A,Class A Orphans,541.1932368,982.2864582,1.347233577,427.5650147,803.4141162,442.6430624,284.0497848,592.2243502,2.566851795,54.19169999,364.5568501,171.254727,9.08,9.94,0.43,8.74,9.65,8.79,8.15,9.21,1.36,5.76,8.51,7.42,0.595789776,0.224906954,1.036666667
H24,G protein-coupled receptor 64,Adgrg2,27.89,37.15,32.46,27.2,31.15,28.92,27.02,29.44,30.14,36.63,30.58,28.46,B,Family B Adhesion Receptors,138.1412143,0.225312616,5.815890069,222.8609442,14.4200074,67.6491546,252.4755724,47.17661495,29.04061297,0.323088208,21.40684088,93.05424111,7.11,-2.15,2.54,7.8,3.85,6.08,7.98,5.56,4.86,-1.63,4.42,6.54,0.841209907,0.075095621,-0.416666667
I01,G-protein coupled receptor 65,Gpr65,40,40,40,40,34.76,29.1,40,34.87,40,40,40,29.71,A,Class A Orphans,0.03125,0.03125,0.03125,0.03125,1.180992661,59.71411146,0.03125,1.094293701,0.03125,0.03125,0.03125,39.12448889,-5,-5,-5,-5,0.24,5.9,-5,0.13,-5,-5,-5,5.29,0.963425441,0.016181889,0.12
I02,G protein-coupled receptor 68,Gpr68,29.1,34.62,28.43,27.67,28.55,27.1,30.13,29.44,28.79,40,26.45,31.12,A,Class A Orphans,59.71411146,1.301341855,95.00950852,160.8977119,87.42657643,238.8564458,29.24260641,47.17661495,74.02804377,0.03125,374.8059382,14.72300241,5.9,0.38,6.57,7.33,6.45,7.9,4.87,5.56,6.21,-5,8.55,3.88,0.449116501,0.347640989,1.743333333
I03,G protein-coupled receptor 75,Gpr75,23.97,29.59,27.62,23.92,26.02,25.93,26.9,24.54,25.15,30.71,22.57,26.2,A,Class A Orphans,2091.032833,42.51794605,166.5717575,2164.772947,504.9511447,537.454942,274.3740064,1408.554822,922.8804737,19.56224444,5518.268731,445.7218884,11.03,5.41,7.38,11.08,8.98,9.07,8.1,10.46,9.85,4.29,12.43,8.8,0.911387077,0.040297134,-0.163333333
I04,G protein-coupled receptor 81,Hcar1,32.63,35.25,34.1,30.59,25.8,36.8,34.56,34.19,33.6,40,38.98,40,A,Chemosensors,5.169411323,0.840896415,1.866065983,21.25897303,588.1335578,0.287174589,1.356604327,1.753211443,2.639015822,0.03125,0.063372467,0.03125,2.37,-0.25,0.9,4.41,9.2,-1.8,0.44,0.81,1.4,-5,-3.98,-5,0.057942558,1.237002339,4.36
I05,G protein-coupled receptor 82,Gpr82,29.83,40,34.53,30.48,28.65,31.28,30.93,29.83,29.36,40,40,29.86,A,Class A Orphans,36.00187151,0.03125,1.385109468,22.94328397,81.57188015,13.17745628,16.79546694,36.00187151,49.8665331,0.03125,0.03125,35.26096371,5.17,-5,0.47,4.52,6.35,3.72,4.07,5.17,5.64,-5,-5,5.14,0.756493367,0.121194876,0.868333333
I06,G protein-coupled receptor 83,Gpr83,29.76,33.13,36.8,26.03,26.56,24.72,28.46,28.19,29.61,33.63,25.48,27.42,A,Class A Orphans,37.79176517,3.655325801,0.287174589,501.4631924,347.2907078,1243.335562,93.05424111,112.2055323,41.93258892,2.584705661,734.185087,191.3407038,5.24,1.87,-1.8,8.97,8.44,10.28,6.54,6.81,5.39,1.37,9.52,7.58,0.758146804,0.120246691,-0.701666667
I07,G protein-coupled receptor 84,Gpr84,30.73,33.12,30,33.83,32.05,31.13,30.81,30.84,29.61,37.59,28.23,25.34,A,Class A Orphans,19.29292524,3.680750602,32,2.250116969,7.727490631,14.6213032,18.25221945,17.87659421,41.93258892,0.166085727,109.1372661,809.0023033,4.27,1.88,5,1.17,2.95,3.87,4.19,4.16,5.39,-2.59,6.77,9.66,0.44467436,0.351957911,-1.406666667
I08,G protein-coupled receptor 85,Gpr85,24.26,28.01,23.91,23.54,22.82,23.77,25.01,24.43,25.47,24.68,23.5,23.1,A,Class A Orphans,1710.260059,127.1158394,2179.830134,2817.109644,4640.292394,2401.965976,1016.926715,1520.152136,739.2917481,1278.290482,2896.309376,3821.703133,10.74,6.99,11.09,11.46,12.18,11.23,9.99,10.57,9.53,10.32,11.5,11.9,0.981404454,0.008151976,-0.02
I09,G protein-coupled receptor 87,Gpr87,32.24,40,40,27.65,32.39,30.86,32.31,40,32.68,40,32.59,40,A,Class A Orphans,6.773962499,0.03125,0.03125,163.1437603,6.105036836,17.63048185,6.453134074,0.03125,4.993322196,0.03125,5.314743256,0.03125,2.76,-5,-5,7.35,2.61,4.14,2.69,-5,2.32,-5,2.41,-5,0.386149005,0.41324508,2.406666667
I10,G-protein coupled receptor 88,Gpr88,33.27,40,34.89,40,32.85,40,36.49,36.58,33.92,36.14,33.86,31.55,A,Class A Orphans,3.317278183,0.03125,1.079228237,0.03125,4.438277888,0.03125,0.356012549,0.334481889,2.114036081,0.453759578,2.203810232,10.92832205,1.73,-5,0.11,-5,2.15,-5,-1.49,-1.58,1.08,-1.14,1.14,3.45,0.238490164,0.622529529,-2.078333333
I11,G protein-coupled receptor 97,Adgrg3,40,36.79,40,34.25,40,40,32.22,40,32.17,40,40,40,B,Family B Adhesion Receptors,0.03125,0.289172046,0.03125,1.681792831,0.03125,0.03125,6.868523492,0.03125,7.110741449,0.03125,0.03125,0.03125,-5,-1.79,-5,0.75,-5,-5,2.78,-5,2.83,-5,-5,-5,0.57757734,0.238389853,-1.108333333
I12,G protein-coupled receptor 98,Adgrv1,25.13,31.79,28.99,24.96,29.7,26.74,29.06,28.99,26.84,32.97,24.47,25.18,B,Family B Adhesion Receptors,935.763405,9.253505471,64.4451552,1052.788558,39.39662123,306.5545484,61.39290364,64.4451552,286.0255073,4.084048503,1478.583496,903.8878682,9.87,3.21,6.01,10.04,5.3,8.26,5.94,6.01,8.16,2.03,10.53,9.82,0.98465715,0.006714961,0.033333333
I13,"G protein-coupled receptor, family C, group 5, member A",Gprc5a,32.32,40,28.98,40,33.77,35.48,38.4,33.01,34.76,25.24,40,34.32,C,Family C,6.408559021,0.03125,64.89340671,0.03125,2.345669898,0.716977624,0.094732285,3.972369982,1.180992661,867.0671999,0.03125,1.602139755,2.68,-5,6.02,-5,1.23,-0.48,-3.4,1.99,0.24,9.76,-5,0.68,0.77687822,0.109647054,-0.803333333
I14,"G protein-coupled receptor, family C, group 5, member B",Gprc5b,27.76,33.48,33.52,26.81,26.43,25.1,26.59,27.19,28.97,40,24.94,26.57,C,Family C,151.1670607,2.867910496,2.789487333,292.0355113,380.0380341,955.4257833,340.1435684,224.4110647,65.34477605,0.03125,1067.484939,344.8917957,7.24,1.52,1.48,8.19,8.57,9.9,8.41,7.81,6.03,-5,10.06,8.43,0.944615166,0.024745086,0.193333333
I15,"G protein-coupled receptor, family C, group 5, member C",Gprc5c,28.77,37.36,34.3,28.58,27.87,27.66,29.2,31.69,30.77,28.82,27.54,40,C,Family C,75.06143675,0.194791145,1.624504793,85.62736351,140.0695938,162.016844,55.71523605,9.9176616,18.76535919,72.50456866,176.0693527,0.03125,6.23,-2.36,0.7,6.42,7.13,7.34,5.8,3.31,4.23,6.18,7.46,-5,0.819355259,0.086527754,0.58
I16,"G protein-coupled receptor, family C, group 5, member D",Gprc5d,34.76,37.19,33.83,35.11,40,40,34.25,40,33.72,40,40,30.79,C,Family C,1.180992661,0.21915143,2.250116969,0.926588062,0.03125,0.03125,1.681792831,0.03125,2.428389769,0.03125,0.03125,18.50701094,0.24,-2.19,1.17,-0.11,-5,-5,0.75,-5,1.28,-5,-5,4.21,0.861863388,0.064561568,-0.355
I17,"G protein-coupled receptor, family C, group 6, member A",Gprc6a,35.08,39.36,36.94,40,39.94,40,33.19,40,26.24,40,40,40,C,Family C,0.946057647,0.048697786,0.26061644,0.03125,0.032577055,0.03125,3.506422885,0.03125,433.5335999,0.03125,0.03125,0.03125,-0.08,-4.36,-1.94,-5,-4.94,-5,1.81,-5,8.76,-5,-5,-5,0.445330507,0.351317553,-1.981666667
I18,"Glutamate receptor, metabotropic 1",Grm1,23.11,26.28,23.49,22.13,22.17,22.22,23.12,22.94,23.64,20.78,20.72,22.62,C,Family C,3795.304702,421.6786008,2916.454801,7486.10724,7281.399244,7033.368055,3769.088617,4269.939756,2628.456238,19082.99508,19893.36899,5330.29624,11.89,8.72,11.51,12.87,12.83,12.78,11.88,12.06,11.36,14.22,14.28,12.38,0.287126908,0.541926106,-0.93
I19,"Glutamate receptor, metabotropic 2",Grm2,25.05,32.88,30.97,24.84,23.66,24.58,25.68,26.23,25.61,25.27,24.17,25.74,C,Family C,989.1188008,4.34693945,16.33619401,1144.102029,2592.269504,1370.037816,639.145241,436.5490646,670.9214228,849.2232149,1820.349811,613.1090968,9.95,2.12,4.03,10.16,11.34,10.42,9.32,8.77,9.39,9.73,10.83,9.26,0.360830994,0.442696165,-1.546666667
I20,"Glutamate receptor, metabotropic 3",Grm3,23.13,24.95,20.45,21.67,20.93,22.87,19.96,20.46,20.76,19.92,20.01,21.18,C,Family C,3743.05362,1060.111282,23987.58004,10297.45356,17198.55814,4482.227,33689.23387,23821.88572,19349.38376,34636.36715,32541.65489,14462.20589,11.87,10.05,14.55,13.33,14.07,12.13,15.04,14.54,14.24,15.08,14.99,13.82,0.020259672,1.693367585,-1.951666667
I21,"Glutamate receptor, metabotropic 4",Grm4,25.86,31.35,26.04,25.53,26.05,31.65,28.06,27.56,30.76,33.64,25.14,27.9,C,Family C,564.1754193,12.55334557,497.9993331,709.1760477,494.5594004,10.19648502,122.7858073,173.6453539,18.89588258,2.566851795,929.299615,137.1870032,9.14,3.65,8.96,9.47,8.95,3.35,6.94,7.44,4.24,1.36,9.86,7.1,0.531828715,0.274228217,1.096666667
I22,"Glutamate receptor, metabotropic 5",Grm5,20.85,22.53,21.72,20.39,19.81,20.62,20.34,20.38,20.1,19.74,19.3,20.18,C,Family C,18179.18623,5673.408381,9946.684493,25006.23088,37380.54544,21321.18496,25888.07371,25180.16297,30573.62507,39238.98219,53231.77305,28924.41178,14.15,12.47,13.28,14.61,15.19,14.38,14.66,14.62,14.9,15.26,15.7,14.82,0.047885708,1.31979409,-0.98
I23,"Glutamate receptor, metabotropic 6",Grm6,33.02,35.84,32.77,39.2,36.87,40,33.36,40,33.16,38.26,38.94,38.55,C,Family C,3.944930818,0.558643569,4.691339797,0.05440941,0.273573425,0.03125,3.116658319,0.03125,3.580100284,0.10438599,0.06515411,0.085377516,1.98,-0.84,2.23,-4.2,-1.87,-5,1.64,-5,1.84,-3.26,-3.94,-3.55,0.670477279,0.173615935,0.761666667
I24,"Glutamate receptor, metabotropic 7",Grm7,23.57,24.94,25.79,22.26,21.75,23.17,22.67,22.63,22.91,22.52,21.43,23.56,C,Family C,2759.134365,1067.484939,592.2243502,6841.040236,9741.984686,3640.699622,5148.726782,5293.477194,4359.660267,5712.870057,12161.21709,2778.325663,11.43,10.06,9.21,12.74,13.25,11.83,12.33,12.37,12.09,12.48,13.57,11.44,0.195831415,0.708117639,-0.96
J01,"Glutamate receptor, metabotropic 8",Grm8,26.75,31.11,27.83,25.07,25.57,28.07,25.69,24.68,26.49,29.32,24.63,30.76,C,Family C,304.4370214,14.82540899,144.007486,975.50131,689.7835914,121.9376637,634.7303424,1278.290482,364.5568501,51.26847217,1323.369299,18.89588258,8.25,3.89,7.17,9.93,9.43,6.93,9.31,10.32,8.51,5.68,10.37,4.24,0.737218151,0.132403981,-0.471666667
J02,Gastrin releasing peptide receptor,Grpr,27.9,33.73,37.67,28.52,27.13,27.72,28.22,29.31,30.17,27.71,28.78,27.61,A,Neuropeptide receptors,137.1870032,2.411615655,0.157126672,89.26359465,233.9408513,155.4169452,109.8963759,51.62507259,28.4429658,156.4979555,74.54294953,167.7303557,7.1,1.27,-2.67,6.48,7.87,7.28,6.78,5.69,4.83,7.29,6.22,7.39,0.336253381,0.473333341,-1.811666667
J03,Hypocretin (orexin) receptor 1,Hcrtr1,26.43,33.45,33.27,26.22,26.43,25.72,29.8,30.46,33.02,29.72,25.67,33.13,A,Neuropeptide receptors,380.0380341,2.928171392,3.317278183,439.5855035,380.0380341,621.6677808,36.75834736,23.26356028,3.944930818,38.8542363,643.5908478,3.655325801,8.57,1.55,1.73,8.78,8.57,9.28,5.2,4.54,1.98,5.28,9.33,1.87,0.383837885,0.415852162,1.713333333
J04,Hypocretin (orexin) receptor 2,Hcrtr2,26.09,33.23,31.75,25.17,25.76,28.72,26.47,25.8,27.3,25.14,25.71,28.65,A,Neuropeptide receptors,481.0356476,3.410539567,9.51365692,910.1749055,604.6682427,77.7084726,369.6458741,588.1335578,207.9366135,929.299615,625.9918222,81.57188015,8.91,1.77,3.25,9.83,9.24,6.28,8.53,9.2,7.7,9.86,9.29,6.35,0.218500627,0.660547313,-1.941666667
J05,Histamine receptor H1,Hrh1,31.53,36.2,32.08,32.29,29.35,30.17,31.28,30.91,30.68,34.32,31.48,32.47,A,Neurotransmitter receptors,11.08087574,0.435275282,7.568461174,6.543216468,50.21338227,28.4429658,13.17745628,17.02992292,19.97328878,1.602139755,11.47164198,5.775716782,3.47,-1.2,2.92,2.71,5.65,4.83,3.72,4.09,4.32,0.68,3.52,2.53,0.944366127,0.024859599,-0.08
J06,Histamine receptor H2,Hrh2,27.56,33.35,27.06,28.3,25.95,30.02,31.65,28.74,30.76,28.81,25.64,31.16,A,Neurotransmitter receptors,173.6453539,3.138336392,245.5716145,103.9683067,530.055641,31.55944654,10.19648502,76.6386371,18.89588258,73.00887782,657.1140596,14.32040113,7.44,1.65,7.94,6.7,9.05,4.98,3.35,6.26,4.24,6.19,9.36,3.84,0.605841632,0.217640886,0.753333333
J07,Histamine receptor H3,Hrh3,26.64,30.3,31.78,26.12,25.9,25.87,27.91,27.53,29.34,22.95,26.26,24.62,A,Neurotransmitter receptors,328.5570298,25.99207668,9.317868692,471.1360771,548.7480128,560.278375,136.2393834,177.2940119,50.56264396,4240.445128,427.5650147,1332.57406,8.36,4.7,3.22,8.88,9.1,9.13,7.09,7.47,5.66,12.05,8.74,10.38,0.371306841,0.430267049,-1.333333333
J08,Histamine receptor H4,Hrh4,33.63,36.1,32.47,35.49,37.78,35.08,31.49,33.05,31.56,36.75,38.39,37.7,A,Neurotransmitter receptors,2.584705661,0.466516496,5.775716782,0.712025098,0.145591698,0.946057647,11.39240156,3.863745316,10.85283462,0.297301779,0.095391201,0.153893052,1.37,-1.1,2.53,-0.49,-2.78,-0.08,3.51,1.95,3.44,-1.75,-3.39,-2.7,0.86111437,0.064939163,-0.268333333
J09,5-hydroxytryptamine (serotonin) receptor 1A,Htr1a,28.01,34.73,33.74,29.49,29.24,34.35,30.95,30.84,28.77,38.11,33.46,31.24,A,Neurotransmitter receptors,127.1158394,1.205807828,2.394957409,45.56960626,54.19169999,1.569168196,16.56423878,17.87659421,75.06143675,0.115823508,2.907945035,13.547925,6.99,0.27,1.26,5.51,5.76,0.65,4.05,4.16,6.23,-3.11,1.54,3.76,0.731917397,0.13553793,0.635
J10,5-hydroxytryptamine (serotonin) receptor 1B,Htr1b,28.97,40,36.18,27.6,25.32,28.64,29.64,28.43,29.14,26.79,25.63,40,A,Neurotransmitter receptors,65.34477605,0.03125,0.441351498,168.8970126,820.2955547,82.13925744,41.06962872,95.00950852,58.08122594,296.1121751,661.6846493,0.03125,6.03,-5,-1.18,7.4,9.68,6.36,5.36,6.57,5.86,8.21,9.37,-5,0.714083493,0.146251006,-1.18
J11,5-hydroxytryptamine (serotonin) receptor 1D,Htr1d,32.49,40,32.44,27.57,26.79,28.16,32.68,31.87,31.64,26.15,26.24,29.1,A,Neurotransmitter receptors,5.696200782,0.03125,5.897076869,172.4458978,296.1121751,114.5632091,4.993322196,8.75434961,10.26740718,461.4402369,433.5335999,59.71411146,2.51,-5,2.56,7.43,8.21,6.84,2.32,3.13,3.36,8.85,8.76,5.9,0.502960984,0.298465703,-1.628333333
J12,5-hydroxytryptamine (serotonin) receptor 1F,Htr1f,32.15,35.42,32.76,30.44,34.47,27.66,32.64,30.5,31.78,40,37.39,40,A,Neurotransmitter receptors,7.210003701,0.747424624,4.723970646,23.58830748,1.443929196,162.016844,5.13370359,22.627417,9.317868692,0.03125,0.190782401,0.03125,2.85,-0.42,2.24,4.56,0.53,7.34,2.36,4.5,3.22,-5,-2.39,-5,0.151992074,0.818179059,3.235
J13,5-hydroxytryptamine (serotonin) receptor 2A,Htr2a,26.2,31.05,32.43,26.86,25.59,25.96,27.11,26.04,27.22,31.75,25.45,28.72,A,Neurotransmitter receptors,445.7218884,15.45498126,5.938094283,282.0877097,680.2871368,526.3942792,237.2065438,497.9993331,219.7927517,9.51365692,749.6118763,77.7084726,8.8,3.95,2.57,8.14,9.41,9.04,7.89,8.96,7.78,3.25,9.55,6.28,0.847451458,0.071885169,-0.3
J14,5-hydroxytryptamine (serotonin) receptor 2B,Htr2b,26.68,27.05,25.82,26.65,26.72,30.98,26.06,25.53,31.76,40,40,25.52,A,Neurotransmitter receptors,319.5726205,247.2797002,580.0365493,326.2875206,310.8338904,16.22335168,491.1432291,709.1760477,9.447941291,0.03125,0.03125,714.1087572,8.32,7.95,9.18,8.35,8.28,4.02,8.94,9.47,3.24,-5,-5,9.48,0.189765153,0.721783535,4.161666667
J15,5-hydroxytryptamine (serotonin) receptor 2C,Htr2c,24.51,27.2,25.2,23.95,22.33,22.86,23.1,22.23,23.95,21.98,22.17,22.67,A,Neurotransmitter receptors,1438.151553,222.8609442,891.4437768,2120.222564,6517.034875,4513.403355,3821.703133,6984.785033,2120.222564,8306.356058,7281.399244,5148.726782,10.49,7.8,9.8,11.05,12.67,12.14,11.9,12.77,11.05,13.02,12.83,12.33,0.058369149,1.233816639,-1.658333333
J16,5 hydroxytryptamine (serotonin) receptor 4,Htr4,26.99,33.88,32.5,26.71,25.58,28.62,26.98,29.16,30.61,27.48,25.28,29.09,A,Neurotransmitter receptors,257.7806208,2.173469725,5.656854249,312.9959111,685.0189081,83.28587875,259.5736268,57.28160454,20.96629446,183.5462717,843.3572017,60.12945595,8.01,1.12,2.5,8.29,9.42,6.38,8.02,5.84,4.39,7.52,9.72,5.91,0.563110447,0.249406415,-0.946666667
J17,5-hydroxytryptamine (serotonin) receptor 5A,Htr5a,28.09,34.78,32.44,26.69,27.39,29.58,29.58,30.96,30.58,40,26.66,30.11,A,Neurotransmitter receptors,120.2589119,1.164733586,5.897076869,317.3651712,195.3611787,42.81368175,42.81368175,16.44982123,21.40684088,0.03125,324.0336881,29.65081798,6.91,0.22,2.56,8.31,7.61,5.42,5.42,4.04,4.42,-5,8.34,4.89,0.524468151,0.28028088,1.486666667
J18,5-hydroxytryptamine (serotonin) receptor 5B,Htr5b,30.96,37.73,34.11,30.31,27.32,24.87,29.86,33.11,32.97,40,30.63,40,A,Neurotransmitter receptors,16.44982123,0.150725978,1.853176124,25.8125363,205.0738887,1120.55675,35.26096371,3.706352248,4.084048503,0.03125,20.67764529,0.03125,4.04,-2.73,0.89,4.69,7.68,10.13,5.14,1.89,2.03,-5,4.37,-5,0.207651971,0.682663942,3.545
J19,5-hydroxytryptamine (serotonin) receptor 6,Htr6,30,36.05,27.02,30.05,29.03,28.31,33.46,30.58,31.26,40,26.62,29.81,A,Neurotransmitter receptors,32,0.482968164,252.4755724,30.90996253,62.68289905,103.2501452,2.907945035,21.40684088,13.36140671,0.03125,333.143515,36.50443891,5,-1.05,7.98,4.95,5.97,6.69,1.54,4.42,3.74,-5,8.38,5.19,0.423015899,0.373643309,1.878333333
J20,5-hydroxytryptamine (serotonin) receptor 7,Htr7,28.31,30.45,27.94,26.33,25.67,25.17,27.06,25.76,29.46,26.8,26.89,31.07,A,Neurotransmitter receptors,103.2501452,23.42537114,133.4356174,407.3146797,643.5908478,910.1749055,245.5716145,604.6682427,46.52712055,294.0667789,276.2824285,15.24220797,6.69,4.55,7.06,8.67,9.33,9.83,7.94,9.24,5.54,8.2,8.11,3.93,0.654899925,0.183825059,0.528333333
J21,KISS1 receptor,Kiss1r,30.33,36.88,34.61,29.02,30.75,31.98,32.24,34.16,33.43,33.78,26.29,35.68,A,Peptide hormone receptors,25.45716748,0.271683716,1.310393404,63.11889309,19.02731384,8.111675838,6.773962499,1.790050142,2.969047141,2.329467173,418.765854,0.624165274,4.67,-1.88,0.39,5.98,4.25,3.02,2.76,0.84,1.57,1.22,8.71,-0.68,0.856220966,0.067414142,0.335
J22,Leucine-rich repeat-containing G protein-coupled receptor 4,Lgr4,24.05,30.07,31.72,22.9,23.69,24.48,24.8,24.5,25.13,27.27,22.9,22.92,A,Glycoprotein hormone receptors,1978.237602,30.48441594,9.713559075,4389.984103,2538.921369,1468.370174,1176.267116,1448.154688,935.763405,212.3058037,4389.984103,4329.545894,10.95,4.93,3.28,12.1,11.31,10.52,10.2,10.5,9.87,7.73,12.1,12.08,0.369973013,0.431829954,-1.565
J23,Leucine rich repeat containing G protein coupled receptor 5,Lgr5,28.65,34.7,33.32,26.44,26.62,24.55,26.58,27.09,30.31,26.92,27.03,25.83,A,Glycoprotein hormone receptors,81.57188015,1.231144413,3.20427951,377.4129196,333.143515,1398.825223,342.509454,240.5178238,25.8125363,270.5966184,250.7315962,576.0299442,6.35,0.3,1.68,8.56,8.38,10.45,8.42,7.91,4.69,8.08,7.97,9.17,0.348405823,0.457914596,-1.753333333
J24,Leucine-rich repeat-containing G protein-coupled receptor 6,Lgr6,32.65,40,33.1,33.06,30.91,32.55,35.15,40,33.59,36.92,35.51,29.91,A,Glycoprotein hormone receptors,5.098242509,0.03125,3.732131966,3.837056477,17.02992292,5.464161027,0.901250463,0.03125,2.657371628,0.26425451,0.702222438,34.05984584,2.35,-5,1.9,1.94,4.09,2.45,-0.15,-5,1.41,-1.92,-0.51,5.09,0.455563283,0.341451286,1.468333333
K01,Luteinizing hormone/choriogonadotropin receptor,Lhcgr,38.08,40,32.65,40,29.76,40,27.66,27.96,35.59,40,27.82,40,A,Glycoprotein hormone receptors,0.118257206,0.03125,5.098242509,0.03125,37.79176517,0.03125,162.016844,131.5985698,0.664342907,0.03125,145.0091373,0.03125,-3.08,-5,2.35,-5,5.24,-5,7.34,7.04,-0.59,-5,7.18,-5,0.272360748,0.564855481,-3.576666667
K02,Lysophosphatidic acid receptor 1,Lpar1,30.16,37.48,35.54,27.82,27.05,24.24,27.75,30.22,29.03,32.79,26.25,24.49,A,Lipid messenger receptors,28.64080227,0.179244406,0.687770909,145.0091373,247.2797002,1734.1344,152.2185107,27.47409397,62.68289905,4.626752736,430.5389646,1458.2274,4.84,-2.48,-0.54,7.18,7.95,10.76,7.25,4.78,5.97,2.21,8.75,10.51,0.436894035,0.359623884,-1.96
K03,Lysophosphatidic acid receptor 2,Lpar2,29.01,32.06,28.3,31.43,31.22,33.05,29.66,31.75,29.03,34.74,31.61,31.56,A,Lipid messenger receptors,63.55791971,7.674112955,103.9683067,11.87618857,13.73704698,3.863745316,40.50421101,9.51365692,62.68289905,1.197478705,10.48314723,10.85283462,5.99,2.94,6.7,3.57,3.78,1.95,5.34,3.25,5.97,0.26,3.39,3.44,0.631606981,0.199553079,0.546666667
K04,Lysophosphatidic acid receptor 3,Lpar3,34.35,36.87,34.16,31.97,28.99,23.51,33.93,37.41,34.02,40,36.92,40,A,Lipid messenger receptors,1.569168196,0.273573425,1.790050142,8.168097006,64.4451552,2876.303106,2.099433367,0.188155843,1.972465409,0.03125,0.26425451,0.03125,0.65,-1.87,0.84,3.03,6.01,11.49,1.07,-2.41,0.98,-5,-1.92,-5,0.036606345,1.436443628,5.405
K05,Lysophosphatidic acid receptor 4,Lpar4,25.82,25.97,30.74,23.65,23.9,26.26,23.04,23.58,24.77,40,24.96,24.68,A,Lipid messenger receptors,580.0365493,522.7582084,19.15965927,2610.300165,2194.992051,427.5650147,3983.994665,2740.075632,1200.982988,0.03125,1052.788558,1278.290482,9.18,9.03,4.26,11.35,11.1,8.74,11.96,11.42,10.23,-5,10.04,10.32,0.789268647,0.102775149,0.781666667
